id,sku,name,manufacturer,model,category,price_brl,power_w,efficiency,voltage_v,current_a,image_path,source,availability,description,image_tier,specs_count
"odex_inverters_ODEX-ESTRUTURA-ROMAGNOLE-SOLO","SOLO","Estrutura Romagnole Solo Fixo RS-1500","Romagnole","","structures","1345","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura Romagnole Solo Fixo RS-1500","","0"
"odex_inverters_ODEX-ESTRUTURA-PRATYC-FIBROCIMENTO","FIBROCIMENTO","Estrutura Pratyc Fibrocimento Grande PRF-60","Pratyc","","structures","107","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura Pratyc Fibrocimento Grande PRF-60","","0"
"odex_inverters_ODEX-ESTRUTURA-PRATYC-COLONIAL","COLONIAL","Estrutura Pratyc Colonial Cerâmico PRC-70","Pratyc","","structures","149","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura Pratyc Colonial Cerâmico PRC-70","","0"
"odex_inverters_ODEX-ESTRUTURA-PRATYC-METALICO","METALICO","Estrutura Pratyc Metálico Trapezoidal PRM-45","Pratyc","","structures","115","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura Pratyc Metálico Trapezoidal PRM-45","","0"
"odex_inverters_ODEX-ESTRUTURA-PRATYC-LAJE","LAJE","Estrutura Pratyc Laje Plana PRL-25","Pratyc","","structures","158","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura Pratyc Laje Plana PRL-25","","0"
"odex_inverters_ODEX-ESTRUTURA-PRATYC-SOLO","SOLO","Estrutura Pratyc Solo Fixo PRS-1600","Pratyc","","structures","1399","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura Pratyc Solo Fixo PRS-1600","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-FIBROCIMENTO","FIBROCIMENTO","Estrutura K2 Systems SingleRail Fibrocimento","K2 Systems","","structures","185","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems SingleRail Fibrocimento","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-COLONIAL","COLONIAL","Estrutura K2 Systems SingleRail Colonial","K2 Systems","","structures","198","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems SingleRail Colonial","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-METALICO","METALICO","Estrutura K2 Systems SingleRail Metálico","K2 Systems","","structures","175","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems SingleRail Metálico","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-SOLO","SOLO","Estrutura K2 Systems CrossRail Solo Fixo","K2 Systems","","structures","2250","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems CrossRail Solo Fixo","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-LAJE","LAJE","Estrutura K2 Systems MiniRail Laje","K2 Systems","","structures","189","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems MiniRail Laje","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-METALICO-1","1","Estrutura K2 Systems BaseRail Plus Universal","K2 Systems","","structures","203","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems BaseRail Plus Universal","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-SOLO-1","1","Estrutura K2 Systems Dome 6° Solo","K2 Systems","","structures","1890","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems Dome 6° Solo","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-SOLO-2","2","Estrutura K2 Systems Dome 10° Solo","K2 Systems","","structures","2150","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems Dome 10° Solo","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-SOLO-3","3","Estrutura K2 Systems D-Dome 6° Solo","K2 Systems","","structures","2450","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems D-Dome 6° Solo","","0"
"odex_inverters_ODEX-ESTRUTURA-K2SYSTEMS-SOLO-4","4","Estrutura K2 Systems Solo Rastreador XL","K2 Systems","","structures","4250","","","","","/placeholder-structure.jpg","plataforma.odex.com.br","true","Estrutura K2 Systems Solo Rastreador XL","","0"
"solfacil_structures_1","1","ESTRUTURA DE LAJE PARA 2 MODULOS - 2P","SOLFACIL","","structures","262.86","","","","","/placeholder-structure.jpg","loja.solfacil.com.br","true","ESTRUTURA DE LAJE PARA 2 MODULOS - 2P","","0"
"solfacil_structures_2","2","ESTRUTURA METALICA - LAJE 4 MODULOS RETRADO 1134X2278 - PERFIS - POLIMAX","SOLFACIL","","structures","684.7","","","","","/placeholder-structure.jpg","loja.solfacil.com.br","true","ESTRUTURA METALICA - LAJE 4 MODULOS RETRADO 1134X2278 - PERFIS - POLIMAX","","0"
"solfacil_structures_3","3","ESTRUTURA DE LAJE PARA 4 MODULOS - GR30/35 ""J"" - 2P","SOLFACIL","","structures","732.72","","","","","/placeholder-structure.jpg","loja.solfacil.com.br","true","ESTRUTURA DE LAJE PARA 4 MODULOS - GR30/35 ""J"" - 2P","","0"
"solfacil_structures_4","4","ESTRUTURA METALICA - SOLO MONOPOSTE LIGHT 6 MODULOS - PERFIS - POLIMAX","SOLFACIL","","structures","1433.88","","","","","/placeholder-structure.jpg","loja.solfacil.com.br","true","ESTRUTURA METALICA - SOLO MONOPOSTE LIGHT 6 MODULOS - PERFIS - POLIMAX","","0"
"solfacil_accessories_3","3","SUPORTE P/ TELHA FIBROCIMENTO E METALICO ONDULADO - FIXACAO EM METAL- P/ PERFIL TF-007 - NV","Solfacil","E","accessories","68.52","","","","","/placeholder-structure.jpg","","true","SUPORTE P/ TELHA FIBROCIMENTO E METALICO ONDULADO - FIXACAO EM METAL- P/ PERFIL TF-007 - NV","","0"
"solfacil_accessories_5","5","SUPORTE P/ TELHA CERAMICA P/ 2 MODULOS P/ SISTEMA FOTOVOLTAICO (TF-007 - SUPORTE S) - S/ PERFIL","Solfacil","P","accessories","105.21","","","","","/placeholder-structure.jpg","","true","SUPORTE P/ TELHA CERAMICA P/ 2 MODULOS P/ SISTEMA FOTOVOLTAICO (TF-007 - SUPORTE S) - S/ PERFIL","","0"
"solfacil_accessories_7","7","KIT SUPORTE P/ TELHA TRAPEZOIDAL MINI-TRILHO 410MM P/ 2 MODULOS - TSUN","TSUN","P","accessories","125.58","","","","","/placeholder-structure.jpg","","true","KIT SUPORTE P/ TELHA TRAPEZOIDAL MINI-TRILHO 410MM P/ 2 MODULOS - TSUN","","0"
"solfacil_accessories_8","8","KIT SUPORTE P/ TELHA CERAMICA P/ 2 MODULOS - S/ PERFIL - CCM","Solfacil","P","accessories","129.92","","","","","/placeholder-structure.jpg","","true","KIT SUPORTE P/ TELHA CERAMICA P/ 2 MODULOS - S/ PERFIL - CCM","","0"
"solfacil_accessories_9","9","KIT SUPORTE P/ TELHA CERAMICA P/ 2 MODULOS - S/ PERFIL (M1) - TSUN","TSUN","P","accessories","146.62","","","","","/placeholder-structure.jpg","","true","KIT SUPORTE P/ TELHA CERAMICA P/ 2 MODULOS - S/ PERFIL (M1) - TSUN","","0"
"solfacil_accessories_10","10","KIT SUPORTE P/ TELHA PARAFUSO ESTRUTURAL P/ 2 MODULOS - 2P - S/ PERFIL","Solfacil","P","accessories","150.36","","","","","/placeholder-structure.jpg","","true","KIT SUPORTE P/ TELHA PARAFUSO ESTRUTURAL P/ 2 MODULOS - 2P - S/ PERFIL","","0"
"solfacil_structures_1","1","ESTRUTURA DE LAJE PARA 2 MODULOS - 2P","Solfacil","LAJE","structures","262.86","","","","","/placeholder-structure.jpg","","true","ESTRUTURA DE LAJE PARA 2 MODULOS - 2P","","0"
"solfacil_structures_2","2","ESTRUTURA METALICA - LAJE 4 MODULOS RETRADO 1134X2278 - PERFIS - POLIMAX","Solfacil","-","structures","684.7","","","","","/placeholder-structure.jpg","","true","ESTRUTURA METALICA - LAJE 4 MODULOS RETRADO 1134X2278 - PERFIS - POLIMAX","","0"
"solfacil_structures_3","3","ESTRUTURA DE LAJE PARA 4 MODULOS - GR30/35 ""J"" - 2P","Solfacil","LAJE","structures","732.72","","","","","/placeholder-structure.jpg","","true","ESTRUTURA DE LAJE PARA 4 MODULOS - GR30/35 ""J"" - 2P","","0"
"solfacil_structures_4","4","ESTRUTURA METALICA - SOLO MONOPOSTE LIGHT 6 MODULOS - PERFIS - POLIMAX","Solfacil","-","structures","1433.88","","","","","/placeholder-structure.jpg","","true","ESTRUTURA METALICA - SOLO MONOPOSTE LIGHT 6 MODULOS - PERFIS - POLIMAX","","0"
