id,name,manufacturer,model,category,price_brl,power_w,efficiency,voltage_v,current_a,image,image_url,source,availability,description,image_tier,specs_count
"neosolar_inverters_22916","Microinversor Deye SUN2250 G4 Monofásico 2250W - 220V - MLPE e Wi-Fi Integrado","DEYE","","inverters","0","2250","2250","220","10","","/images/placeholder-inverter.jpg","portalb2b.neosolar.com.br","false","Microinversor Deye Sun2250 G4 – Wi-Fi Integrado – Potência Contínua: 2250 W – Tensão: 220 V – Garantia: de 10 anos (já incluídos os 90 dias da garantia legal).","","7"
"neosolar_inverters_21632","Inversor Off Grid Senoidal Epever IPower Plus IP2000-21 (T) - 2000W 24/120V","EPEVER","","inverters","1719","2000","2000","127","","","/images/placeholder-inverter.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 24Vcc para 127Vca com potência contínua de 2000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","","5"
"neosolar_inverters_20566","Inversor Off Grid Senoidal ZTROON ZT1000-11 - 1000W - 12/127V","ZTROON","","inverters","703","1000","1000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20566.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20566.jpg","portalb2b.neosolar.com.br","true","Inversor Off Grid ZTROON ZT1000-11 – Senoidal Pura – Potência Contínua: 1000 W – Tensão: 12/127 V – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_20563","Inversor Off Grid Senoidal ZTROON ZT600-11 - 600W - 12/ 127V","ZTROON","","inverters","497","600","600","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20563.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20563.jpg","portalb2b.neosolar.com.br","true","Inversor Off Grid ZTROON ZT600-11 – Senoidal Pura – Potência Contínua: 600 W – Tensão: 12/127 V – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_24973","Inversor Carregador Must PV29-5048 LHP - 5000W - MPPT 80A - 48/110V","MUST","","inverters","2733","5000","29","110","80","images\NEOSOLAR-INVERTERS\neosolar_inverters_24973.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24973.jpg","portalb2b.neosolar.com.br","true","P. Surto: 15.000W | Faixa MPPT: 30 ~ 230V | Compatível com Lítio","high","6"
"neosolar_inverters_22022","Inversor Off Grid Senoidal  ZTROON ZT2000-11 - 2000W - 12/127V","ZTROON","","inverters","1194","2000","2000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22022.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22022.jpg","portalb2b.neosolar.com.br","true","Inversor Off Grid ZTROON ZT2000-11– Senoidal Pura – Potência Contínua: 2000 W – Tensão: 12/127 Vca – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_20247","Inversor Off Grid Senoidal Epever IPower Plus IP2000-41 (T) - 2000W 48/127V","EPEVER","","inverters","1784","2000","2000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20247.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20247.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 48Vcc para 127Vca com potência contínua de 2000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_24972","Inversor Carregador Must PV29-5048 HP - 5000W - MPPT 80A - 48/220V","MUST","","inverters","2798","5000","29","220","80","images\NEOSOLAR-INVERTERS\neosolar_inverters_24972.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24972.jpg","portalb2b.neosolar.com.br","true","P. Surto: 15.000W | Faixa MPPT: 30 ~ 230V | Compatível com Lítio","high","6"
"neosolar_inverters_21630","Inversor Off Grid Senoidal Epever IPower Plus IP1500-11 (T) - 1500W 12/110V","EPEVER","","inverters","1459","1500","1500","110","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21630.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21630.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 12Vcc para 110Vca com potência contínua de 1500W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_22024","Inversor Off Grid Senoidal  ZTROON ZT2000-21 - 2000W - 24/127V","ZTROON","","inverters","1194","2000","2000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22024.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22024.jpg","portalb2b.neosolar.com.br","true","Inversor Off Grid ZTROON ZT2000-21– Senoidal Pura – Potência Contínua: 2000 W – Tensão: 24/127 Vca – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_20922","Inversor Senoidal Epever IPower Plus IP1000-41 (T) - 1000W 48/127V","EPEVER","","inverters","1297","1000","1000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20922.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20922.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 48Vcc (43","high","5"
"neosolar_inverters_21631","Inversor Off Grid  Senoidal Epever IPower Plus IP1500-12 (T) - 1500W 12/220V","EPEVER","","inverters","1459","1500","1500","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21631.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21631.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 12Vcc para 220Vca com potência contínua de 1500W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_20250","Inversor Senoidal Epever IPower Plus IP3000-41 (T) - 3000W 48/127V","EPEVER","","inverters","2050","3000","3000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20250.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20250.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus (T) de 48Vcc para 127Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de lítio solar. Simples e fácil de instalar","high","5"
"neosolar_inverters_21634","Inversor Off Grid Senoidal Epever IPower Plus IP3000-21 (T) - 3000W 24/127V","EPEVER","","inverters","2245","3000","3000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21634.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21634.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 24Vcc para 127Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_20778","Inversor Senoidal Epever IPower Plus IP3000-11 (T) - 3000W 12/110V","EPEVER","","inverters","2530","3000","3000","110","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20778.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20778.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 12Vcc para 110Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_21633","Inversor Off Grid Senoidal Epever IPower Plus IP2000-22 (T) - 2000W 24/220V","EPEVER","","inverters","1557","2000","2000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21633.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21633.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 24Vcc para 220Vca com potência contínua de 2000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_21639","Inversor Off Grid Senoidal Epever IPower Plus IP4000-41 (T) - 4000W 48/110V","EPEVER","","inverters","2588","4000","4000","110","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21639.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21639.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 48Vcc para 110Vca com potência contínua de 4000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_22095","Inversor Senoidal Epever IPower Plus IP3000-22 (T) - 3000W 24/220V","EPEVER","","inverters","2141","3000","3000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22095.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22095.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 24Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_22023","Inversor Off Grid Senoidal  ZTROON ZT2000-12 - 2000W - 12/220V","ZTROON","","inverters","1167","2000","2000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22023.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22023.jpg","portalb2b.neosolar.com.br","true","Inversor Off Grid ZTROON ZT2000-12– Senoidal Pura – Potência Contínua: 2000 W – Tensão: 12/220 Vca – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_22920","Inversor Híbrido On + Off Grid Deye SUN5K (US) - 5000W - 48/120-240V","DEYE","","inverters","0","5000","5","240","","","/images/placeholder-inverter.jpg","portalb2b.neosolar.com.br","true","""Inversor Solar On Grid Híbrido Deye de 5000W (US) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","","5"
"neosolar_inverters_20924","Inversor Senoidal Epever IPower Plus IP3000-42 (T) - 3000W 48/220V","EPEVER","","inverters","1946","3000","3000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20924.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20924.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 48Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_24874","""Inversor On Grid Livoltek 7","NEOSOLAR","","inverters","2888","5000","7","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_24874.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24874.jpg","portalb2b.neosolar.com.br","true","5kW 220V Monofásico - GT1-7K5T2""","high","6"
"neosolar_inverters_22921","Inversor Híbrido On + Off Grid Deye SUN8K (EU) - 8000W - 48/220-230V","DEYE","","inverters","9150","8000","8","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22921.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22921.jpg","portalb2b.neosolar.com.br","true","""Inversor Solar On Grid Híbrido Deye de 8000W (EU) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","high","5"
"neosolar_inverters_21641","Inversor Off Grid Senoidal Epever IPower Plus IP3000-12 (T) - 3000W 12/220V","EPEVER","","inverters","2336","3000","3000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21641.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21641.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 12Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_21640","Inversor Off Grid Senoidal Epever IPower Plus IP5000-42 (T) - 5000W 48/220V","EPEVER","","inverters","2522","5000","5000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21640.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21640.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 48Vcc para 220Vca com potência contínua de 5000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_22734","Inversor Senoidal Epever IPower Plus IP1000-42 (T) - 1000W 48/220V","EPEVER","","inverters","1297","1000","1000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22734.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22734.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 48Vcc (43","high","5"
"neosolar_inverters_24878","Inversor Híbrido On + Off Grid Deye SUN5K (EU) - 5000W - 48/230V","DEYE","","inverters","5442","5000","5","230","","images\NEOSOLAR-INVERTERS\neosolar_inverters_24878.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24878.jpg","portalb2b.neosolar.com.br","true","""Inversor Solar On Grid Híbrido Deye de 5.000W (EU) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","high","5"
"neosolar_inverters_20565","Inversor Off Grid Senoidal ZTROON ZT1000-12 - 1000W - 12/ 220V","ZTROON","","inverters","703","1000","1000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20565.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20565.jpg","portalb2b.neosolar.com.br","true","Inversor Off Grid ZTROON ZT1000-12 – Senoidal Pura – Potência Contínua: 1000 W – Tensão: 12/220 V – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_24876","Inversor On Grid Livoltek 6kW 220V Monofásico - GT1-6KD2","NEOSOLAR","","inverters","2444","6000","6","220","16","images\NEOSOLAR-INVERTERS\neosolar_inverters_24876.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24876.jpg","portalb2b.neosolar.com.br","true","2 MPPTS (16A + 16A) | PVmax: 9kW | Tensão Máxima: 600V | Com AFCI | Garantia: 10 anos","high","9"
"neosolar_inverters_24825","Inversor Híbrido On + Off Grid Deye SUN12K (EU) - 12000W - 48/220-380V","DEYE","","inverters","15641","12000","12","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_24825.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24825.jpg","portalb2b.neosolar.com.br","true","""Inversor Solar On Grid Híbrido Deye de 12.000W (EU) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","high","5"
"neosolar_inverters_20249","Inversor Senoidal Epever IPower Plus IP2000-42 (T) - 2000W 48/220V","EPEVER","","inverters","1728","2000","2000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20249.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20249.jpg","portalb2b.neosolar.com.br","true","""Inversor Epever Ipower Plus de 48Vcc para 220Vca com potência contínua de 2000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_24877","Inversor On Grid Livoltek 5kW 220V Monofásico - GT1-5KD2","NEOSOLAR","","inverters","0","5000","5","220","16","images\NEOSOLAR-INVERTERS\neosolar_inverters_24877.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24877.jpg","portalb2b.neosolar.com.br","false","""2 MPPTS (16A + 16A) | PVmax: 7","high","8"
"neosolar_inverters_24870","Inversor On Grid Livoltek 5kW 220V Monofásico - GT1-5KD2","NEOSOLAR","","inverters","2073","5000","5","220","16","images\NEOSOLAR-INVERTERS\neosolar_inverters_24870.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24870.jpg","portalb2b.neosolar.com.br","true","""2 MPPTS (16A + 16A) | PVmax: 7","high","8"
"neosolar_inverters_22714","Microinversor Deye SUN2250 G4 Monofásico 2250W - 220V - MLPE e Wi-Fi Integrado","DEYE","","inverters","1220","2250","2250","220","12","images\NEOSOLAR-INVERTERS\neosolar_inverters_22714.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22714.jpg","portalb2b.neosolar.com.br","true","Microinversor Deye Sun2250 G4 – Wi-Fi Integrado – Potência Contínua: 2250 W – Tensão: 220 V – Garantia: de 12 anos (já incluídos os 90 dias da garantia legal).","high","7"
"neosolar_inverters_23309","Inversor Híbrido On + Off Grid Deye SUN5K (EU) SG04 - 5000W - 48/220V","DEYE","","inverters","0","5000","5","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_23309.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_23309.jpg","portalb2b.neosolar.com.br","false","""Inversor Solar On Grid Híbrido Deye de 5000W (EU) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","high","5"
"neosolar_inverters_23783","Inversor Carregador Off Grid Híbrido Epever HP3542 - 60A MPPT - 48/220V","EPEVER","","inverters","3849","","3542","220","60","images\NEOSOLAR-INVERTERS\neosolar_inverters_23783.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_23783.jpg","portalb2b.neosolar.com.br","false","Inversor Solar Epever com tripla função (Inversor + Controlador de Carga MPPT + Carregador CA) - Opera com e sem bateria.","high","6"
"neosolar_inverters_23782","Inversor Carregador Epever HP3522 - 110A MPPT - 24/220V","EPEVER","","inverters","4248","3.5","3522","220","110","images\NEOSOLAR-INVERTERS\neosolar_inverters_23782.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_23782.jpg","portalb2b.neosolar.com.br","false","P. Surto: 3.500W | Faixa MPPT: 85 ~ 400V | Paralelismo: Máx. 16 un | Compatível c/ Lítio","high","6"
"neosolar_inverters_20217","Inversor Híbrido On + Off Grid Deye SUN5K - 5000W - 48/220V","DEYE","","inverters","8058","5000","5","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20217.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20217.jpg","portalb2b.neosolar.com.br","false","---","high","5"
"neosolar_inverters_20252","Inversor Off Grid Senoidal Epever IPower Plus IP1500-11 (T-BR) - 1500W 12/110V","EPEVER","","inverters","1141","1500","1500","110","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20252.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20252.jpg","portalb2b.neosolar.com.br","false","""O Inversor Epever Ipower Plus de 12Vcc para 110Vca com potência contínua de 1500W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20253","Inversor Off Grid  Senoidal Epever IPower Plus IP1500-12 (T-BR) - 1500W 12/220V","EPEVER","","inverters","1028","1500","1500","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20253.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20253.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 12Vcc para 220Vca com potência contínua de 1500W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20255","Inversor Off Grid Senoidal Epever IPower Plus IP2000-21 (T-BR) - 2000W 24/120V","EPEVER","","inverters","1322","2000","2000","120","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20255.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20255.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 24Vcc para 120Vca com potência contínua de 2000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20256","Inversor Off Grid Senoidal Epever IPower Plus IP2000-22 (T-BR) - 2000W 24/220V","EPEVER","","inverters","1102","2000","2000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20256.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20256.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 24Vcc para 220Vca com potência contínua de 2000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20258","Inversor Off Grid Senoidal Epever IPower Plus IP3000-21 (T-BR) - 3000W 24/127V","EPEVER","","inverters","1400","3000","3000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20258.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20258.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 24Vcc para 127Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20259","Inversor Off Grid Senoidal Epever IPower Plus IP3000-22 (T-BR) - 3000W 24/220V","EPEVER","","inverters","1190","3000","3000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20259.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20259.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 24Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20260","Inversor Off Grid Senoidal Epever IPower Plus IP3000-41 (T-BR) - 3000W 48/127V","EPEVER","","inverters","1362","3000","3000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20260.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20260.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 48Vcc para 127Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20261","Inversor Off Grid Senoidal Epever IPower Plus IP3000-42 (T-BR) - 3000W 48/220V","EPEVER","","inverters","1102","3000","3000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20261.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20261.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 48Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20262","Inversor Off Grid Senoidal Epever IPower Plus IP4000-41 (T-BR) - 4000W 48/110V","EPEVER","","inverters","1579","4000","4000","110","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20262.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20262.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 48Vcc para 110Vca com potência contínua de 4000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20264","Inversor Off Grid Senoidal Epever IPower Plus IP5000-42 (T-BR) - 5000W 48/220V","EPEVER","","inverters","1557","5000","5000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20264.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20264.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 48Vcc para 220Vca com potência contínua de 5000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20265","Inversor Off Grid Híbrido Epever UPower-Hi UP2000 - 60A MPPT - 24/110V","EPEVER","","inverters","2443","","2000","110","60","images\NEOSOLAR-INVERTERS\neosolar_inverters_20265.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20265.jpg","portalb2b.neosolar.com.br","false","""Nova série de inversores Epever HI com tripla função (Inversor + Controlador de Carga + Carregador CA)","high","6"
"neosolar_inverters_20266","Inversor Off Grid Híbrido Epever UPower-Hi UP3000 - 50A MPPT - 48/220V","EPEVER","","inverters","2662","","3000","220","50","images\NEOSOLAR-INVERTERS\neosolar_inverters_20266.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20266.jpg","portalb2b.neosolar.com.br","false","---","high","5"
"neosolar_inverters_20267","Inversor Off Grid Híbrido Epever UPower-Hi UP3000 - 50A MPPT - 48/220V","EPEVER","","inverters","2610","","3000","220","50","images\NEOSOLAR-INVERTERS\neosolar_inverters_20267.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20267.jpg","portalb2b.neosolar.com.br","false","""Nova série de inversores Epever HI com tripla função (Inversor + Controlador de Carga + Carregador CA)","high","6"
"neosolar_inverters_20268","Inversor Off Grid Híbrido Epever UPower-Hi UP3000 - 80A MPPT - 48/110V","EPEVER","","inverters","2822","","3000","110","80","images\NEOSOLAR-INVERTERS\neosolar_inverters_20268.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20268.jpg","portalb2b.neosolar.com.br","false","""Nova série de inversores Epever HI com tripla função (Inversor + Controlador de Carga + Carregador CA)","high","6"
"neosolar_inverters_20269","Inversor-Carregador Off Grid (Híbrido) Epever UPower-Hi UP5000 - 80A MPPT - 48/220V","EPEVER","","inverters","3152","","5000","220","80","images\NEOSOLAR-INVERTERS\neosolar_inverters_20269.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20269.jpg","portalb2b.neosolar.com.br","false","""Nova série de inversores Epever HI com tripla função (Inversor + Controlador de Carga + Carregador CA)","high","6"
"neosolar_inverters_20525","Inversor Senoidal Epever IPower Plus IP1000-21 (T) - 1000W 24/110V","EPEVER","","inverters","0","1000","1000","110","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20525.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20525.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 24Vcc para 110Vca com potência contínua de 1000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS","high","5"
"neosolar_inverters_20666","Inversor Off Grid Senoidal Epever IPower Plus IP3000-12 (T-BR) - 3000W 12/220V","EPEVER","","inverters","1427","3000","3000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20666.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20666.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 12Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar","high","5"
"neosolar_inverters_20287","Microinversor Deye SUN2000G3 Monofásico 2000W - 220V - MLPE e Wi-Fi Integrado","DEYE","","inverters","0","2000","2000","220","12","images\NEOSOLAR-INVERTERS\neosolar_inverters_20287.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20287.jpg","portalb2b.neosolar.com.br","false","Microinversor Deye Sun2000G3 – Wi-Fi Integrado – Potência Contínua: 2000 W – Tensão: 220 V – Garantia: de 12 anos (já incluídos os 90 dias da garantia legal).","high","7"
"neosolar_inverters_21442","Inversor Senoidal Epever IPower Plus IP1500-41 (T) - 1500W 48/127V","EPEVER","","inverters","0","1500","1500","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21442.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21442.jpg","portalb2b.neosolar.com.br","false","""Inversor Epever Ipower Plus de 48Vcc (43","high","5"
"neosolar_inverters_21642","Inversor Off Grid Senoidal  ZTROON ZT1000-21 - 1000W - 24/127V","ZTROON","","inverters","961","1000","1000","127","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21642.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21642.jpg","portalb2b.neosolar.com.br","false","Inversor Off Grid ZTROON ZT1000-21 – Senoidal Pura – Potência Contínua: 1000 W – Tensão: 24/127 V – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
