MuiStack-root href,MuiTypography-root,MuiTypography-root 2,MuiTypography-root 3
https://portalb2b.neosolar.com.br/novo-pedido/produto/22989,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Solo","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22990,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/23101,"Kit Gerador Energia Solar 2,34 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA | Para metalica","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/23099,"Kit Gerador Energia Solar 2,34 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA | Mini trilho","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Mini trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 280 kWh/mês | Potência: 2,34 kWp | Paineis: 4x 585Wp | Microinversor: Deye de 2250W | Estrutura: Mini trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22927,"Kit Gerador Energia Solar 0,55 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Estrtura de metal","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura metalica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22936,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Estrutura para Solo","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Estrutura para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22932,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Mini Trilho","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22867,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA - Cerâmica","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22929,"Kit Gerador Energia Solar 0,55 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Solo e P.M8","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22930,"Kit Gerador Energia Solar 0,55 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Sem estrutura","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Sem estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 555Wp | Microinversor: Deye de 2250W | Estrutura: Sem estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22439,"Kit Gerador Energia Solar 2,38 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Mini Trilho)","Energia: até 285 kWh/mês | Potência: 2,38 kWp | Paineis: 4x 595Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 285 kWh/mês | Potência: 2,38 kWp | Paineis: 4x 595Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22324,"Kit Gerador Energia Solar 2,20 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Cerâmica)","<H2>VISÃO GERAL DO KIT GERADOR ENERGIA SOLAR DE 2,20  kWp COM MICROINVERSOR</H2>
O Kit Gerador de Energia Solar de 2,20 kWp é a solução ideal para quem deseja <strong>economizar energia</strong> de forma limpa e sustentável ou busca <strong>diversificar o portfólio</strong> com produtos de alta confiabilidade e segurança, eficiência e baixo custo. Ele é um kit fotovoltaico de qualidade e alta tecnologia para geração de energia elétrica a partir da irradiação do sol, garantindo até 95% de economia na conta de energia elétrica.

O kit solar On Grid com Microinversor combina os melhores atributos para ser o </strong>melhor custo-benefício</strong> do mercado. É composto por um Microinversor Deye com a potência de 2000W - um dos mais potentes do mercado para garantir melhor aproveitamento das placas - e quatro painéis solares monocristalinos de 550Wp da marca Sunova Solar com 21,30% de eficiência, capaz de produzir até <strong> 264  kWh de energia por mês.</strong>

O microinversor Deye conta com a mais avançada tecnologia MLPE para otimizar individualmente cada painel solar, além de 4 MPPTs que garantem maior eficiência de cada módulo. Ele pode ser instalado na estrutura de fixação junto com o painel solar, dispensando o uso de StringBox CC e tornando sua <strong>instalação fácil e econômica.</strong> Ele possui garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação e uma <strong>vida útil com mais de 25 anos.</strong>

Para quem deseja acompanhar o status do sistema e monitorar a geração de energia, o Microinversor Deye dispensa a necessidade de adquirir um comunicador wifi externo apenas para monitoramento. Seu sistema possui um dispositivo integrado capaz de comunicar diretamente com a rede local de internet via Wifi.
O gerador solar On Grid com Microinversor Deye opera em rede elétrica monofásica ou bifásica com a tensão de 220V em corrente alternada.
O kit com microinversor da NeoSolar foi dimensionado pensando na comodidade do usuário para a geração de energia.

<h2>COMPONENTES DO KIT GERADOR ENERGIA SOLAR</h2>
<strong>ITENS INCLUSOS:</strong>
• 4x Painel Solar Fotovoltaico 550W - Sunova SS-550-72-MDH
• 1x Microinversor Deye 2000W - SUN2000 G3
• Conector CA
• Conector End Cap Fêmea (Tampa final)
• 15 metros de cabo CC
• 4 pares de Conector MC4

<strong>PAINEL SOLAR FOTOVOLTAICO DE 550W</strong>
O Painel Solar Fotovoltaico de 550W é sinônimo de eficiência e qualidade. Este painel possui 144 células monocristalinas capazes de absorver a energia solar e convertê-la em energia elétrica. Além disso, o tamanho pequeno da célula fotovoltaica permite melhor tolerância do painel na sombra. A placa solar é revestida com material que não absorve água, vidro temperado antirreflexivo para melhor absorção da energia do sol e uma moldura em alumínio anodizado com furações prontas pra instalação

• Marca: Sunova Solar
• Potência: 550 Wp
• Material: Silício Monocristalino
• Eficiência: 21,30%

<strong>MICROINVERSOR DE 2000W</strong>
Este microinversor Deye é capaz de suportar até 4 painéis solares de 600Wp, podendo ser instalado em redes 220V monofásica ou bifásica. Em comparação com outros inversores tradicionais – String, o micro inversor é a melhor opção para o sistema On Grid, pois sua estrutura compacta permite ser instalado atrás da placa solar sem a necessidade de obras de infraestrutura. Ele também é mais seguro devido a baixa tensão nos cabos de corrente contínua, que reduz consideravelmente o risco de arcos elétricos, choques elétricos e até incêndio.

• Marca: Deye
• Potência: 2000 W
• Tensão de Operação: 220 / 230 V 
• Vida Útil: > 25 Anos



<strong>APLICAÇÕES</strong>
• Residências
• Comércios
• Empresas
• Micro Usinas

<h2>FABRICANTES DO GERADOR FOTOVOLTAICO</h2>
<strong>DEYE</strong>
Ningbo Deye Inverter Technology Co., Ltd. é uma empresa de alta tecnologia pertencente ao Grupo Deye, que tem como principal foco a pesquisa e desenvolvimento na produção de controlador de conversão em freq","O Kit Gerador de Energia Solar de 2,20 kWp é a solução ideal para quem deseja  de forma limpa e sustentável ou busca  com produtos de alta confiabilidade e segurança, eficiência e baixo custo. Ele é um kit fotovoltaico de qualidade e alta tecnologia para geração de energia elétrica a partir da irradiação do sol, garantindo até 95% de economia na conta de energia elétrica.

O kit solar On Grid com Microinversor combina os melhores atributos para ser o melhor custo-benefício do mercado. É composto por um Microinversor Deye com a potência de 2000W - um dos mais potentes do mercado para garantir melhor aproveitamento das placas - e quatro painéis solares monocristalinos de 550Wp da marca Sunova Solar com 21,30% de eficiência, capaz de produzir até 

O microinversor Deye conta com a mais avançada tecnologia MLPE para otimizar individualmente cada painel solar, além de 4 MPPTs que garantem maior eficiência de cada módulo. Ele pode ser instalado na estrutura de fixação junto com o painel solar, dispensando o uso de StringBox CC e tornando sua  Ele possui garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação e uma 

Para quem deseja acompanhar o status do sistema e monitorar a geração de energia, o Microinversor Deye dispensa a necessidade de adquirir um comunicador wifi externo apenas para monitoramento. Seu sistema possui um dispositivo integrado capaz de comunicar diretamente com a rede local de internet via Wifi.
O gerador solar On Grid com Microinversor Deye opera em rede elétrica monofásica ou bifásica com a tensão de 220V em corrente alternada.
O kit com microinversor da NeoSolar foi dimensionado pensando na comodidade do usuário para a geração de energia.



• 4x Painel Solar Fotovoltaico 550W - Sunova SS-550-72-MDH
• 1x Microinversor Deye 2000W - SUN2000 G3
• Conector CA
• Conector End Cap Fêmea (Tampa final)
• 15 metros de cabo CC
• 4 pares de Conector MC4


O Painel Solar Fotovoltaico de 550W é sinônimo de eficiência e qualidade. Este painel possui 144 células monocristalinas capazes de absorver a energia solar e convertê-la em energia elétrica. Além disso, o tamanho pequeno da célula fotovoltaica permite melhor tolerância do painel na sombra. A placa solar é revestida com material que não absorve água, vidro temperado antirreflexivo para melhor absorção da energia do sol e uma moldura em alumínio anodizado com furações prontas pra instalação

• Marca: Sunova Solar
• Potência: 550 Wp
• Material: Silício Monocristalino
• Eficiência: 21,30%


Este microinversor Deye é capaz de suportar até 4 painéis solares de 600Wp, podendo ser instalado em redes 220V monofásica ou bifásica. Em comparação com outros inversores tradicionais – String, o micro inversor é a melhor opção para o sistema On Grid, pois sua estrutura compacta permite ser instalado atrás da placa solar sem a necessidade de obras de infraestrutura. Ele também é mais seguro devido a baixa tensão nos cabos de corrente contínua, que reduz consideravelmente o risco de arcos elétricos, choques elétricos e até incêndio.

• Marca: Deye
• Potência: 2000 W
• Tensão de Operação: 220 / 230 V 
• Vida Útil: > 25 Anos




• Residências
• Comércios
• Empresas
• Micro Usinas



Ningbo Deye Inverter Technology Co., Ltd. é uma empresa de alta tecnologia pertencente ao Grupo Deye, que tem como principal foco a pesquisa e desenvolvimento na produção de controlador de conversão em freq"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22308,"Kit Gerador Energia Solar 0,55 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 550Wp | Microinversor: Deye de 2000W | Estrutura: Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 550Wp | Microinversor: Deye de 2000W | Estrutura: Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22312,"Kit Gerador Energia Solar 1,10 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Madeira)","Energia: até 132 kWh/mês | Potência: 1,10 kWp | Paineis: 2x 550Wp | Microinversor: Deye de 2000W | Estrutura: Madeira| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 132 kWh/mês | Potência: 1,10 kWp | Paineis: 2x 550Wp | Microinversor: Deye de 2000W | Estrutura: Madeira| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22321,"Kit Gerador Energia Solar 1,65 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Solo)","Energia: até 198 kWh/mês | Potência: 1,65 kWp | Paineis: 3x 550Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 198 kWh/mês | Potência: 1,65 kWp | Paineis: 3x 550Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22217,"Kit Gerador Energia Solar 1,10 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Madeira)","Energia: até 132 kWh/mês | Potência: 1,10 kWp | Paineis: 2x 550Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 132 kWh/mês | Potência: 1,10 kWp | Paineis: 2x 550Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22183,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Madeira)","Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22185,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Solo)","Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22318,"Kit Gerador Energia Solar 1,65 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Mini Trilho)","Energia: até 198 kWh/mês | Potência: 1,65 kWp | Paineis: 3x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 198 kWh/mês | Potência: 1,65 kWp | Paineis: 3x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22300,"Kit Gerador Energia Solar 2,32 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Solo)","Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
https://portalb2b.neosolar.com.br/novo-pedido/produto/22325,"Kit Gerador Energia Solar 2,20 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Mini Trilho)","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V"
