MuiStack-root href,MuiBox-root src,MuiTypography-root,MuiTypography-root 2,MuiTypography-root 4,notranslate,MuiButtonBase-root 3
https://portalb2b.neosolar.com.br/novo-pedido/produto/27339,https://portal.zydon.com.br/api/files/71d09171-d95d-414b-8098-c8aa51a9e7a1/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid s/ Inversor - 100Wp 115/105Ah 12V Estacionária (27339),1x 100Wp Ztroon | 1x Bateria Estácionaria 12V 115 / 105Ah  | 1x 10A PWM Epever,"R$ 1.113,09",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/23929,https://portal.zydon.com.br/api/files/e69b0418-7f5a-4cbb-b192-4d3c85469019/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid s/ Inversor - 100Wp 115/105Ah 12V Estacionária (23929),1x 100Wp Ztroon| 1x Bateria Estacionária 12V 115 / 105Ah  | 1x 10A PWM Epever,"R$ 1.343,79",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27476,https://portal.zydon.com.br/api/files/b0796b0b-50fb-4517-bda9-fdc52d918e47/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid - 680Wp 220Ah/24V (27476),2x 340Wp Ztroon | 1x 30A MPPT Epever | 2x 220Ah/12V Moura | Sem Inversor,"R$ 3.767,80",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/26720,https://portal.zydon.com.br/api/files/98d12825-13dc-47f1-b454-38628d4805cc/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid s/ Inversor - 320Wp 240Ah / 220Ah 12V Estacionária (26720),2x 160Wp Ztroon| 1x Bateria Estácionaria 12V 240Ah / 220Ah  | 1x 20A PWM Epever,"R$ 2.195,68",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/26721,https://portal.zydon.com.br/api/files/1d885ade-f87c-444a-9380-cb1f1ea67062/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid s/ Inversor - 320Wp 240Ah / 220Ah 12V Estacionária (26721),2x 160Wp Ztroon | 1x Bateria Estácionaria 12V 240Ah / 220Ah  | 1x 20A PWM Epever,"R$ 2.272,99",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25158,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Energia Solar Off Grid - 160Wp 105Ah/12V 600W/127V Ztroon,1x 160Wp Ztroon | 1x 10A PWM Epever | 1x 105Ah/12V Freedom | 1x 600W 127V Ztroon,"R$ 2.070,56",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/26722,https://portal.zydon.com.br/api/files/338fea19-d94b-4866-bd79-e01a9b4248d4/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid s/ Inversor - 480Wp 240Ah / 220Ah 12V Estacionária (26722),3x 160Wp Ztroon | 2x Bateria Estácionaria 12V 240Ah / 220Ah  | 1x 20A PWM Epever,"R$ 4.162,98",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27348,https://portal.zydon.com.br/api/files/24a67454-08a7-465c-af1f-dea016e95f76/content?ingress=portalb2b.neosolar.com.br,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio - Inversor 2000W 48/220 (27348)",2x 620Wp DAH | 1x 40A MPPT Epever | 1x 100Ah/48V Lítio Ztroon | Inversor 2000W 48Vcc / 220Vca,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27378,https://portal.zydon.com.br/api/files/4043f6be-13f7-46b6-bb4f-c539af5b5e4e/content?ingress=portalb2b.neosolar.com.br,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio  - Inversor 2000W 48/220 (27378)",4x 620Wp DAH | 1x 40A MPPT Epever | 2x 100Ah/48V Lítio Ztroon | Inversor 2000W 48Vcc / 220Vca,"R$ 13.837,36",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27313,https://portal.zydon.com.br/api/files/1e0197ce-fa25-4cd6-9027-3ed34ee417ed/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid s/ Inversor - 960Wp 240Ah / 220Ah 12V Estacionária (27313),6x 160Wp Ztroon | 3x Bateria Estácionaria 12V 240Ah / 220Ah  | 1x 60A PWM Epever,"R$ 5.600,97",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25130,https://portal.zydon.com.br/api/files/bf5101bb-a999-4d59-bff1-ade2037fb0c1/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (25130),Diário: 06h |Máx: 18h  | 160 Wp | 150Ah/12V Chumbo | 10A PWM | 600/12V | kit instal,"R$ 2.037,51",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25048,https://portal.zydon.com.br/api/files/ea32e3c6-2ef4-4895-97a2-d290e2d3f9e4/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid - 340Wp 105Ah/24V (25048),1x 340Wp Ztroon | 1x 10A PWM Epever | 2x 105Ah/12V Freedom | Sem Inversor,"R$ 2.600,37",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25047,https://portal.zydon.com.br/api/files/b68dae69-1c7c-48b3-846a-b1fb519a1652/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid - 320Wp 150Ah/12V (25047),2x 160Wp Ztroon | 1x 20A PWM Epever | 1x 150Ah/12V Freedom | Sem Inversor,"R$ 2.159,10",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25163,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Energia Solar Off Grid - 340Wp 105Ah/24V 1000W/220V Ztroon,1x 340Wp Ztroon | 1x 10A PWM Epever | 2x 105Ah/12V Freedom | 1x 1000W 220V Ztroon,"R$ 3.515,34",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25160,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Energia Solar Off Grid - 320Wp 150Ah/12V 600W/127V Ztroon,2x 160Wp Ztroon | 1x 20A PWM Epever | 1x 150Ah/12V Freedom | 1x 600W 127V Ztroon,"R$ 2.806,23",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25162,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Energia Solar Off Grid - 340Wp 105Ah/24V 1000W/127V Ztroon,1x 340Wp Ztroon | 1x 10A PWM Epever | 2x 105Ah/12V Freedom | 1x 1000W 127V Ztroon,"R$ 3.515,34",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27267,https://portal.zydon.com.br/api/files/4df5cd62-233e-45c5-99b8-2ccda71fbfd2/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",4x 620Wp DAH | 1x 5500W Inv-carregador Must | 1x 100Ah/48V  Marca: Epever,"R$ 11.015,48",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27303,https://portal.zydon.com.br/api/files/6eae8354-3174-401e-85c5-892dd8e3caaf/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",4x 620Wp DAH | 1x 5500W Inv-carregador Must | 1x 100Ah/48V  Marca: Epever,"R$ 11.085,92",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27299,https://portal.zydon.com.br/api/files/b857d553-0c17-4bbd-a811-1898cfb588a4/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",4x 620Wp DAH | 1x 5500W Inv-carregador Must | 1x 100Ah/48V  Marca: Ztroon,"R$ 10.552,11",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27263,https://portal.zydon.com.br/api/files/54b92be7-7e8f-4746-be90-62fd84b3f9a6/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",4x 620Wp DAH | 1x 5500W Inv-carregador Must | 1x 100Ah/48V  Marca: Ztroon,"R$ 10.481,67",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27259,https://portal.zydon.com.br/api/files/809471e3-2560-46ff-b444-344573250c32/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",4x 620Wp DAH | 1x 5500W Inv-carregador Must | 1x 100Ah/48V  Marca: Unipower,"R$ 12.128,51",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25129,https://portal.zydon.com.br/api/files/c557aa12-84bd-49e5-a646-d3fab8a563dc/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (25129),Diário: 06h |Máx: 18h  | 160 Wp | 150Ah/12V Chumbo | 10A PWM | 600/12V | kit instal,"R$ 1.980,97",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/23699,https://portal.zydon.com.br/api/files/f2a0af91-2ec7-41b6-b4ab-53827b79ac67/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (23699),Diário: 06h |Máx: 18h  | 160 Wp | 150Ah/12V Chumbo | 10A PWM | 600/12V | kit instal,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23703,https://portal.zydon.com.br/api/files/dec6fd92-f947-494a-8f78-67b07877cfef/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar para Starlink - 10h/dia (até 1.280 Wh/dia) - Chumbo (23703),Diário: 10h |Máx: 30h  | 320 Wp | 220Ah/12V Chumbo | 20A PWM | 600/12V | kit instal,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/27266,https://portal.zydon.com.br/api/files/c5fd4272-1aa2-4bea-beed-5d619310ab3b/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 4x 100Ah/48V  Marca: Ztroon,"R$ 26.697,71",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27304,https://portal.zydon.com.br/api/files/cedcca07-1200-4524-ab3c-55fb95328188/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",6x 620Wp DAH | 1x 5500W Inv-carregador Must | 2x 100Ah/48V  Marca: Epever,"R$ 17.991,40",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27298,https://portal.zydon.com.br/api/files/c7d66d3a-6362-4897-b1cc-6270b89e876a/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 4x 100Ah/48V  Marca: Unipower,"R$ 33.355,51",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27297,https://portal.zydon.com.br/api/files/af67ea85-8afd-4126-9734-900b60a6e591/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 3x 100Ah/48V  Marca: Unipower,"R$ 27.362,67",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27305,https://portal.zydon.com.br/api/files/73a084df-42d0-4e01-b398-21dba1381f3a/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 3x 100Ah/48V  Marca: Epever,"R$ 24.023,58",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27306,https://portal.zydon.com.br/api/files/571eec38-74e1-4637-9cfc-7ffc2ba692b6/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 6DAH | 1x 5500W Inv-carregador Must | 4x 100Ah/48V  Marca: Epever,"R$ 28.903,40",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27269,https://portal.zydon.com.br/api/files/59fc8d02-fe75-4490-ad09-2c7f79b8969f/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 3x 100Ah/48V  Marca: Epever,"R$ 23.953,15",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27268,https://portal.zydon.com.br/api/files/f5b10be3-8a63-4273-b74b-3dd64022ae96/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",6x 620Wp DAH | 1x 5500W Inv-carregador Must | 2x 100Ah/48V  Marca: Epever,"R$ 17.920,96",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27300,https://portal.zydon.com.br/api/files/e66abee9-8f2d-4bb3-bc19-69e7634afe42/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",6x 620Wp DAH | 1x 5500W Inv-carregador Must | 2x 100Ah/48V  Marca: Ztroon,"R$ 16.923,78",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27302,https://portal.zydon.com.br/api/files/5b8956da-3ab3-41cd-9d16-5de703e77ed9/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 4x 100Ah/48V  Marca: Ztroon,"R$ 26.768,14",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27301,https://portal.zydon.com.br/api/files/afbe878d-6f59-4248-951b-f2002be431c2/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 3x 100Ah/48V  Marca: Ztroon,"R$ 22.422,14",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27296,https://portal.zydon.com.br/api/files/563ee4c0-edcc-4be2-9205-3feaa5032f26/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",6x 620Wp DAH | 1x 5500W Inv-carregador Must | 2x 100Ah/48V  Marca: Unipower,"R$ 20.217,47",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27270,https://portal.zydon.com.br/api/files/adfd0473-7fc7-4450-ae02-888ba94d2c7e/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 4x 100Ah/48V  Marca: Epever,"R$ 28.832,96",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27260,https://portal.zydon.com.br/api/files/07e99164-db97-4bac-aff1-b2503b25324a/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",6x 620Wp DAH | 1x 5500W Inv-carregador Must | 2x 100Ah/48V  Marca: Unipower,"R$ 20.147,03",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27261,https://portal.zydon.com.br/api/files/9d1f4672-2fbf-4580-888d-1b75b343596d/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 3x 100Ah/48V  Marca: Unipower,"R$ 27.292,24",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27264,https://portal.zydon.com.br/api/files/1707ae1c-db56-4d8a-9c7d-e75571502132/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",6x 620Wp DAH | 1x 5500W Inv-carregador Must | 2x 100Ah/48V  Marca: Ztroon,"R$ 16.853,34",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27265,https://portal.zydon.com.br/api/files/db69d46b-d292-4c9d-8408-814f31108a00/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 3x 100Ah/48V  Marca: Ztroon,"R$ 22.351,70",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27262,https://portal.zydon.com.br/api/files/dfa9ce23-9c5e-44d3-b38b-41a7339bc866/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",8x 620Wp DAH | 1x 5500W Inv-carregador Must | 4x 100Ah/48V  Marca: Unipower,"R$ 33.285,07",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/26701,https://portal.zydon.com.br/api/files/77621f15-e3c5-4ffa-abb6-36d7c8f7dae7/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26701)",10x 620Wp DAH | 7x 100Ah/48V LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26723,https://portal.zydon.com.br/api/files/97d04123-c3a4-4d99-9480-9b8592c0cb6a/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid s/ Inversor - 160Wp 165Ah / 150Ah 12V Estacionária (26723),1x 160Wp Ztroon | 1x Bateria Estácionaria 12V 165Ah / 150Ah  | 1x 10A PWM Epever,"R$ 1.563,51",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25132,https://portal.zydon.com.br/api/files/eef61176-9ca2-4a16-bb62-0de71b8b738d/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar para Starlink - 10h/dia (até 1.280 Wh/dia) - Chumbo (25132),Diário: 10h |Máx: 30h  | 320 Wp | 220Ah/12V Chumbo | 20A PWM | 600/12V | kit insta,"R$ 2.470,79",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25044,https://portal.zydon.com.br/api/files/37894d52-0c9f-4ff8-bc0b-ff7f7527425a/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid - 60Wp 45Ah/12V (25044),1x 60Wp Ztroon | 1x 10A PWM Epever | 1x 45Ah/12V Freedom | Sem Inversor,"R$ 916,20",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25045,https://portal.zydon.com.br/api/files/4c1cd2a4-283f-4d91-8836-3ac7071dbb58/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid - 100Wp 45Ah/12V (25045),1x 100Wp Ztroon | 1x 10A PWM Epever | 1x 45Ah/12V Freedom | Sem Inversor,"R$ 932,16",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25043,https://portal.zydon.com.br/api/files/7959d3d6-18a3-4766-b2a3-03575b653b2d/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid - 30Wp 45Ah/12V (25043),1x 30Wp Ztroon | 1x 10A PWM Epever | 1x 45Ah/12V Freedom | Sem Inversor,"R$ 861,47",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25154,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Energia Solar Off Grid - 60Wp 45Ah/12V 600W/127V Ztroon,1x 60Wp Ztroon | 1x 10A PWM Epever | 1x 45Ah/12V Freedom | 1x 600W 127V Ztroon,"R$ 1.563,33",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25156,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Energia Solar Off Grid - 100Wp 45Ah/12V 600W/127V Ztroon,1x 100Wp Ztroon | 1x 10A PWM Epever | 1x 45Ah/12V Freedom | 1x 600W 127V Ztroon,"R$ 1.579,29",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/26695,https://portal.zydon.com.br/api/files/02f12091-0c0a-451c-8b9a-9d6aa9067b37/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26695)",6x 620Wp DAH | 2x 100Ah/48V LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26694,https://portal.zydon.com.br/api/files/674821ee-b9a8-4648-9db8-45c2704cf5c1/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",4x 620Wp DAH | 1x 100Ah/48V LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26698,https://portal.zydon.com.br/api/files/95eb91ee-3352-4702-b104-a1bdc66b1c20/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26698)",6x 620Wp DAH | 4x 48V 100Ah LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26699,https://portal.zydon.com.br/api/files/bc9942ac-abe6-4df5-9309-0106d7e1c7c1/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26699)",10x 620Wp DAH | 5x 100Ah/48V LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26697,https://portal.zydon.com.br/api/files/3d25b276-df8c-493d-b81e-0198b55c1b66/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 3,1kWp 100Ah 24/220V Lítio (26697)",5x 620Wp DAH | 3x 48V 100Ah LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26696,https://portal.zydon.com.br/api/files/b25025f7-5a76-4353-80bd-8f1b673e0215/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 1,9kWp 100Ah 24/220V Lítio (26696)",3x 620Wp DAH | 2x 48V 100Ah LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26700,https://portal.zydon.com.br/api/files/d2fc71b6-85bd-44bc-b4cb-e66892bc9044/content?ingress=portalb2b.neosolar.com.br,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26700)",10x 620Wp DAH | 6x 100Ah/48V LÍtio Unipower | 1x 5500W Inv-carregador Epever,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25053,https://portal.zydon.com.br/api/files/cbedc1f2-f5a1-456f-a3f9-45152c6f2ed9/content?ingress=portalb2b.neosolar.com.br,Kit Energia Solar Off Grid - 680Wp 220Ah/24V (25053),2x 340Wp Ztroon | 1x 30A MPPT Epever | 2x 220Ah/12V Moura | Sem Inversor,"R$ 4.624,47",​,
