id,sku,name,manufacturer,model,category,price_brl,power_w,efficiency,voltage_v,current_a,image_path,source,availability,description,image_tier,specs_count
"neosolar_kits_23929","23929","https://portal.zydon.com.br/api/files/e69b0418-7f5a-4cbb-b192-4d3c85469019/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","1343","100","","12","5","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_23929.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid s/ Inversor - 100Wp 115/105Ah 12V Estacionária (23929)","high","3"
"neosolar_kits_27476","27476","https://portal.zydon.com.br/api/files/b0796b0b-50fb-4517-bda9-fdc52d918e47/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","3767","680","","24","220","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27476.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 680Wp 220Ah/24V (27476)","high","3"
"neosolar_kits_26720","26720","https://portal.zydon.com.br/api/files/98d12825-13dc-47f1-b454-38628d4805cc/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","2195","320","","12","240","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26720.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid s/ Inversor - 320Wp 240Ah / 220Ah 12V Estacionária (26720)","high","3"
"neosolar_kits_26721","26721","https://portal.zydon.com.br/api/files/1d885ade-f87c-444a-9380-cb1f1ea67062/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","2272","320","","12","885","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26721.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid s/ Inversor - 320Wp 240Ah / 220Ah 12V Estacionária (26721)","high","3"
"neosolar_kits_25158","25158","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","kits","2070","160","","12","105","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25158.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 160Wp 105Ah/12V 600W/127V Ztroon","high","3"
"neosolar_kits_26722","26722","https://portal.zydon.com.br/api/files/338fea19-d94b-4866-bd79-e01a9b4248d4/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","4162","480","","12","1","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26722.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid s/ Inversor - 480Wp 240Ah / 220Ah 12V Estacionária (26722)","high","3"
"neosolar_kits_27348","27348","https://portal.zydon.com.br/api/files/24a67454-08a7-465c-af1f-dea016e95f76/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","24","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27348.jpg","portalb2b.neosolar.com.br","false","""Kit Energia Solar Off Grid - 1","high","1"
"neosolar_kits_27378","27378","https://portal.zydon.com.br/api/files/4043f6be-13f7-46b6-bb4f-c539af5b5e4e/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","13837","","","","539","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27378.jpg","portalb2b.neosolar.com.br","true","""Kit Energia Solar Off Grid - 1","high","1"
"neosolar_kits_27313","27313","https://portal.zydon.com.br/api/files/1e0197ce-fa25-4cd6-9027-3ed34ee417ed/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","5600","960","","12","240","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27313.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid s/ Inversor - 960Wp 240Ah / 220Ah 12V Estacionária (27313)","high","3"
"neosolar_kits_25130","25130","https://portal.zydon.com.br/api/files/bf5101bb-a999-4d59-bff1-ade2037fb0c1/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","2037","640","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25130.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (25130)","high","1"
"neosolar_kits_25048","25048","https://portal.zydon.com.br/api/files/ea32e3c6-2ef4-4895-97a2-d290e2d3f9e4/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","2600","340","","24","97","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25048.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 340Wp 105Ah/24V (25048)","high","3"
"neosolar_kits_25047","25047","https://portal.zydon.com.br/api/files/b68dae69-1c7c-48b3-846a-b1fb519a1652/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","2159","320","","12","846","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25047.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 320Wp 150Ah/12V (25047)","high","3"
"neosolar_kits_25163","25163","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","kits","3515","340","","24","105","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25163.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 340Wp 105Ah/24V 1000W/220V Ztroon","high","3"
"neosolar_kits_25160","25160","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","kits","2806","320","","12","150","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25160.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 320Wp 150Ah/12V 600W/127V Ztroon","high","3"
"neosolar_kits_25162","25162","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","kits","3515","340","","24","105","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25162.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 340Wp 105Ah/24V 1000W/127V Ztroon","high","3"
"neosolar_kits_27267","27267","https://portal.zydon.com.br/api/files/4df5cd62-233e-45c5-99b8-2ccda71fbfd2/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","11015","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27267.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","0"
"neosolar_kits_27303","27303","https://portal.zydon.com.br/api/files/6eae8354-3174-401e-85c5-892dd8e3caaf/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","11085","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27303.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","0"
"neosolar_kits_27299","27299","https://portal.zydon.com.br/api/files/b857d553-0c17-4bbd-a811-1898cfb588a4/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","10552","","","","588","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27299.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","1"
"neosolar_kits_27263","27263","https://portal.zydon.com.br/api/files/54b92be7-7e8f-4746-be90-62fd84b3f9a6/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","10481","","","","9","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27263.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","1"
"neosolar_kits_27259","27259","https://portal.zydon.com.br/api/files/809471e3-2560-46ff-b444-344573250c32/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","12128","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27259.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","0"
"neosolar_kits_25129","25129","https://portal.zydon.com.br/api/files/c557aa12-84bd-49e5-a646-d3fab8a563dc/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","1980","640","","","557","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25129.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (25129)","high","2"
"neosolar_kits_23699","23699","https://portal.zydon.com.br/api/files/f2a0af91-2ec7-41b6-b4ab-53827b79ac67/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","640","","","2","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_23699.jpg","portalb2b.neosolar.com.br","false","Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (23699)","high","2"
"neosolar_kits_23703","23703","https://portal.zydon.com.br/api/files/dec6fd92-f947-494a-8f78-67b07877cfef/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","1.28","","","494","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_23703.jpg","portalb2b.neosolar.com.br","false","Kit Energia Solar para Starlink - 10h/dia (até 1.280 Wh/dia) - Chumbo (23703)","high","2"
"neosolar_kits_27266","27266","https://portal.zydon.com.br/api/files/c5fd4272-1aa2-4bea-beed-5d619310ab3b/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","26697","","","","1","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27266.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","1"
"neosolar_kits_27304","27304","https://portal.zydon.com.br/api/files/cedcca07-1200-4524-ab3c-55fb95328188/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","17991","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27304.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","0"
"neosolar_kits_27298","27298","https://portal.zydon.com.br/api/files/c7d66d3a-6362-4897-b1cc-6270b89e876a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","33355","","","","3","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27298.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","1"
"neosolar_kits_27297","27297","https://portal.zydon.com.br/api/files/af67ea85-8afd-4126-9734-900b60a6e591/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","27362","","","","8","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27297.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","1"
"neosolar_kits_27305","27305","https://portal.zydon.com.br/api/files/73a084df-42d0-4e01-b398-21dba1381f3a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","24023","","","","73","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27305.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","1"
"neosolar_kits_27306","27306","https://portal.zydon.com.br/api/files/571eec38-74e1-4637-9cfc-7ffc2ba692b6/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","28903","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27306.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","0"
"neosolar_kits_27269","27269","https://portal.zydon.com.br/api/files/59fc8d02-fe75-4490-ad09-2c7f79b8969f/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","23953","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27269.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","0"
"neosolar_kits_27268","27268","https://portal.zydon.com.br/api/files/f5b10be3-8a63-4273-b74b-3dd64022ae96/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","17920","","","","8","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27268.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_27300","27300","https://portal.zydon.com.br/api/files/e66abee9-8f2d-4bb3-bc19-69e7634afe42/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","16923","","","","66","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27300.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_27302","27302","https://portal.zydon.com.br/api/files/5b8956da-3ab3-41cd-9d16-5de703e77ed9/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","26768","","","","3","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27302.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","1"
"neosolar_kits_27301","27301","https://portal.zydon.com.br/api/files/afbe878d-6f59-4248-951b-f2002be431c2/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","22422","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27301.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","0"
"neosolar_kits_27296","27296","https://portal.zydon.com.br/api/files/563ee4c0-edcc-4be2-9205-3feaa5032f26/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","20217","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27296.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","0"
"neosolar_kits_27270","27270","https://portal.zydon.com.br/api/files/adfd0473-7fc7-4450-ae02-888ba94d2c7e/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","28832","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27270.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","0"
"neosolar_kits_27260","27260","https://portal.zydon.com.br/api/files/07e99164-db97-4bac-aff1-b2503b25324a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","20147","","","","25324","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27260.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_27261","27261","https://portal.zydon.com.br/api/files/9d1f4672-2fbf-4580-888d-1b75b343596d/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","27292","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27261.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","0"
"neosolar_kits_27264","27264","https://portal.zydon.com.br/api/files/1707ae1c-db56-4d8a-9c7d-e75571502132/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","16853","","","","1707","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27264.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_27265","27265","https://portal.zydon.com.br/api/files/db69d46b-d292-4c9d-8408-814f31108a00/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","22351","","","","31108","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27265.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","1"
"neosolar_kits_27262","27262","https://portal.zydon.com.br/api/files/dfa9ce23-9c5e-44d3-b38b-41a7339bc866/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","33285","","","","41","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_27262.jpg","portalb2b.neosolar.com.br","true","""Kit de Energia Solar Off Grid c/ Inv-car - 5","high","1"
"neosolar_kits_26701","26701","https://portal.zydon.com.br/api/files/77621f15-e3c5-4ffa-abb6-36d7c8f7dae7/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26701.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 6","high","0"
"neosolar_kits_26723","26723","https://portal.zydon.com.br/api/files/97d04123-c3a4-4d99-9480-9b8592c0cb6a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","1563","160","","12","3","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26723.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid s/ Inversor - 160Wp 165Ah / 150Ah 12V Estacionária (26723)","high","3"
"neosolar_kits_25132","25132","https://portal.zydon.com.br/api/files/eef61176-9ca2-4a16-bb62-0de71b8b738d/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","2470","1.28","","","4","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25132.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar para Starlink - 10h/dia (até 1.280 Wh/dia) - Chumbo (25132)","high","2"
"neosolar_kits_25044","25044","https://portal.zydon.com.br/api/files/37894d52-0c9f-4ff8-bc0b-ff7f7527425a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","916","60","","12","7527425","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25044.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 60Wp 45Ah/12V (25044)","high","3"
"neosolar_kits_25045","25045","https://portal.zydon.com.br/api/files/4c1cd2a4-283f-4d91-8836-3ac7071dbb58/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","932","100","","12","2","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25045.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 100Wp 45Ah/12V (25045)","high","3"
"neosolar_kits_25043","25043","https://portal.zydon.com.br/api/files/7959d3d6-18a3-4766-b2a3-03575b653b2d/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","861","30","","12","18","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25043.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 30Wp 45Ah/12V (25043)","high","3"
"neosolar_kits_25154","25154","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","kits","1563","60","","12","45","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25154.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 60Wp 45Ah/12V 600W/127V Ztroon","high","3"
"neosolar_kits_25156","25156","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","kits","1579","100","","12","45","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25156.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 100Wp 45Ah/12V 600W/127V Ztroon","high","3"
"neosolar_kits_26695","26695","https://portal.zydon.com.br/api/files/02f12091-0c0a-451c-8b9a-9d6aa9067b37/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26695.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_26694","26694","https://portal.zydon.com.br/api/files/674821ee-b9a8-4648-9db8-45c2704cf5c1/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","9","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26694.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","1"
"neosolar_kits_26698","26698","https://portal.zydon.com.br/api/files/95eb91ee-3352-4702-b104-a1bdc66b1c20/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26698.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","0"
"neosolar_kits_26699","26699","https://portal.zydon.com.br/api/files/bc9942ac-abe6-4df5-9309-0106d7e1c7c1/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","9942","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26699.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 6","high","1"
"neosolar_kits_26697","26697","https://portal.zydon.com.br/api/files/3d25b276-df8c-493d-b81e-0198b55c1b66/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26697.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","0"
